sheet,row,forwarder,label,predicted,expected,rule_engine_now,engine_matches_a,reason,in_stat,in_tarif,in_fr_diff,in_tz_diff,in_empf_plz,in_empf_ort,in_anz_sdg,in_av_diff,in_exp_diff,in_exp_dl,in_snk_dl,in_snk_diff,in_snk_tarif,in_maut_diff,in_dgr_diff,in_serv_art,in_sachkonto,in_zz_diff,in_referenz3,in_lg_diff
Soll-Ist-Vergleich best. Beleg,339,dachser,correct,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,Differenz Admin Zeitfensterbuchung Handel - Laderaumzuschlag,true,STAT=10 | TARIF=772.39 | SNK_DL=5 | SNK_DIFF=-70.19 | VKG_DL=3673 | SERV=K1AV | SACH=612100,10,772.39,,,59368,Werne,1,,,,5,-70.19,75.19,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,340,dachser,correct,,,,true,STAT=30 | TARIF=538.64 | VKG_DL=1798 | SERV=K1AV | SACH=612100,30,538.64,,,34474,Diemelstadt,1,,,,,,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,341,dachser,correct,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,Admin Zeitfensterbuchung Handel,true,STAT=10 | TARIF=190.4 | SNK_DL=5 | SNK_DIFF=5 | VKG_DL=641 | SERV=K1AV | SACH=612100,10,190.4,,,59368,Werne,1,,,,5,5,,,,K1AV,612100,,,
Soll-Ist-Vergleich best. Beleg,342,dachser,correct,Differenz Laderaumkostenentwicklung // Mautdifferenz,Differenz Laderaumkostenentwicklung // Mautdifferenz,Differenz Laderaumkostenentwicklung // Mautdifferenz,true,STAT=10 | TARIF=305.96 | SNK_DL=11.72 | SNK_DIFF=11.72 | MAUT=-12.34 | VKG_DL=775 | SERV=K1AV | SACH=612110,10,305.96,,,13100,VERCELLI,1,,,,11.72,11.72,,-12.34,,K1AV,612110,,,
Soll-Ist-Vergleich best. Beleg,343,dachser,correct,Ausfallfracht/Schadensersatz,Ausfallfracht/Schadensersatz,Ausfallfracht/Schadensersatz,true,STAT=10 | SNK_DL=75 | SNK_DIFF=75 | VKG_DL=10560,10,,,,89160,DORNSTADT,1,,,,75,75,,,,,,,,
Soll-Ist-Vergleich best. Beleg,344,dachser,wrong,Differenz aufgrund von abweichendem Gewicht,VORHOLUNG APRIL 2026,Differenz aufgrund von abweichendem Gewicht,true,STAT=10 | FR=646.7,10,,646.7,,89129,LANGENAU,1,,,,,,,,,,,,,
Soll-Ist-Vergleich best. Beleg,345,dachser,wrong,Produktzuschlag // Mautdifferenz // Differenz aufgrund von abweichendem Gewicht,Fremdnummer Doppelt berechnet,Produktzuschlag // Mautdifferenz // Differenz aufgrund von abweichendem Gewicht,true,STAT=10 | FR=47.2 | EXP=10 | EXP_DL=10 | MAUT=1.15 | TZ=7.18 | VKG_DL=64 | SERV=DA01 | SACH=612100,10,,47.2,7.18,85748,Garching b.München,1,,10,10,,,,1.15,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,346,dachser,wrong,Produktzuschlag // Differenz aufgrund abweichender Gewichte,Produktzuschlag // Differenz aufgrund von abweichendem Gewicht,Produktzuschlag // Differenz aufgrund abweichender Gewichte,true,STAT=10 | TARIF=36.4 | FR=17.2 | EXP=10 | EXP_DL=10 | TZ=1.93 | VKG=54 | VKG_DL=40,10,36.4,17.2,1.93,89081,ULM,1,,10,10,,,,,,,,,,
Soll-Ist-Vergleich best. Beleg,347,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,true,STAT=10 | TARIF=43.25 | FR=-0.01 | SNK_DL=5 | SNK_DIFF=3.44 | EXP=10 | EXP_DL=10 | TZ=-0.01 | VKG=33 | VKG_DL=33,10,43.25,-0.01,-0.01,73312,GEISLINGEN AN DER STEIGE,1,,10,10,5,3.44,1.56,,,,,,,
Soll-Ist-Vergleich best. Beleg,348,dachser,correct,Produktzuschlag,Produktzuschlag,Produktzuschlag,true,"STAT=10 | TARIF=328.13 | FR=0.06 | SNK_DL=8.53 | EXP=17.1 | EXP_DL=17.1 | TZ=0.01 | VKG=355,2 | VKG_DL=289",10,328.13,0.06,0.01,73312,GEISLINGEN/STEIGE,1,,17.1,17.1,8.53,,8.53,,,,,,,
Soll-Ist-Vergleich best. Beleg,349,dachser,correct,,,,true,STAT=30 | TARIF=79.19 | VKG=108 | VKG_DL=108,30,79.19,,,89129,LANGENAU,1,,,,,,,,,,,,,
Soll-Ist-Vergleich best. Beleg,350,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag // hätte gebündelt werden können?,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag // hätte gebündelt werden können?,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag // hätte gebündelt werden können?,true,STAT=10 | TARIF=202.4 | FR=72.18 | SNK_DL=15 | SNK_DIFF=8.54 | EXP=30 | EXP_DL=30 | TZ=10.99 | VKG=146 | VKG_DL=545,10,202.4,72.18,10.99,73312,GEISLINGEN AN DER STEIGE,3,,30,30,15,8.54,6.46,,,,,,,
Soll-Ist-Vergleich best. Beleg,351,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,"STAT=10 | TARIF=639.59 | FR=0.03 | SNK_DL=17.61 | SNK_DIFF=0.01 | MAUT=-46.22 | TZ=0.01 | VKG=1347,9 | VKG_DL=755",10,639.59,0.03,0.01,73312,GEISLINGEN AN DER STEIGE,1,,,,17.61,0.01,17.6,-46.22,,,,,,
Soll-Ist-Vergleich best. Beleg,352,dachser,correct,Gebühr für vergeblichen Abholversuch // Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,Gebühr für vergeblichen Abholversuch // Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,Gebühr für vergeblichen Abholversuch // Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,true,STAT=10 | TARIF=46.39 | FR=-0.01 | SNK_DL=5 | SNK_DIFF=3.34 | EXP=10 | EXP_DL=10 | AV=48 | TZ=-0.01 | VKG=40 | VKG_DL=40,10,46.39,-0.01,-0.01,73312,GEISLINGEN AN DER STEIGE,1,48,10,10,5,3.34,1.66,,,,,,,
Soll-Ist-Vergleich best. Beleg,353,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag // Mautdifferenz,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag // Mautdifferenz,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag // Mautdifferenz,true,STAT=10 | TARIF=43.94 | FR=-0.04 | SNK_DL=5 | SNK_DIFF=3.42 | EXP=10 | EXP_DL=10 | MAUT=0.33 | VKG=40 | VKG_DL=40,10,43.94,-0.04,,73312,GEISLINGEN AN DER STEIGE,1,,10,10,5,3.42,1.58,0.33,,,,,,
Soll-Ist-Vergleich best. Beleg,354,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag // Mautdifferenz,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag // Mautdifferenz,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag // Mautdifferenz,true,STAT=10 | TARIF=43.55 | FR=0.03 | SNK_DL=5 | SNK_DIFF=3.43 | EXP=10 | EXP_DL=10 | MAUT=0.18 | TZ=0.01 | VKG=50 | VKG_DL=50,10,43.55,0.03,0.01,73312,GEISLINGEN AN DER STEIGE,1,,10,10,5,3.43,1.57,0.18,,,,,,
Soll-Ist-Vergleich best. Beleg,355,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,true,STAT=10 | TARIF=50.05 | FR=-0.03 | SNK_DL=5 | SNK_DIFF=3.23 | EXP=10 | EXP_DL=10 | VKG=18 | VKG_DL=18,10,50.05,-0.03,,73312,GEISLINGEN AN DER STEIGE,1,,10,10,5,3.23,1.77,,,,,,,
Soll-Ist-Vergleich best. Beleg,356,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,true,STAT=10 | TARIF=53.06 | FR=0.07 | SNK_DL=5 | SNK_DIFF=3.15 | EXP=10 | EXP_DL=10 | TZ=0.01 | VKG=40 | VKG_DL=40,10,53.06,0.07,0.01,73312,GEISLINGEN AN DER STEIGE,1,,10,10,5,3.15,1.85,,,,,,,
Soll-Ist-Vergleich best. Beleg,357,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag // Mautdifferenz // Differenz Frachtzu/ abschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag // Mautdifferenz // Differenz Frachtzu/ abschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag // Mautdifferenz // Differenz Frachtzu/ abschlag,true,STAT=10 | TARIF=66.31 | FR=-0.09 | SNK_DL=5 | SNK_DIFF=2.72 | EXP=10 | EXP_DL=10 | MAUT=-0.64 | TZ=-0.01 | VKG=60 | VKG_DL=60,10,66.31,-0.09,-0.01,73312,GEISLINGEN AN DER STEIGE,1,,10,10,5,2.72,2.28,-0.64,,,,,,
Soll-Ist-Vergleich best. Beleg,358,dachser,correct,Produktzuschlag,Produktzuschlag,Produktzuschlag,true,"STAT=10 | TARIF=328.13 | FR=0.06 | SNK_DL=8.53 | EXP=17.1 | EXP_DL=17.1 | TZ=0.01 | VKG=341,6 | VKG_DL=289",10,328.13,0.06,0.01,73312,GEISLINGEN/STEIGE,1,,17.1,17.1,8.53,,8.53,,,,,,,
Soll-Ist-Vergleich best. Beleg,359,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,true,STAT=10 | TARIF=50.05 | FR=-0.03 | SNK_DL=5 | SNK_DIFF=3.23 | EXP=10 | EXP_DL=10 | VKG=33 | VKG_DL=33,10,50.05,-0.03,,73312,GEISLINGEN AN DER STEIGE,1,,10,10,5,3.23,1.77,,,,,,,
Soll-Ist-Vergleich best. Beleg,360,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,true,STAT=10 | TARIF=58.16 | FR=0.04 | SNK_DL=5 | SNK_DIFF=2.95 | VKG=54 | VKG_DL=54,10,58.16,0.04,,73312,GEISLINGEN AN DER STEIGE,1,,,,5,2.95,2.05,,,,,,,
Soll-Ist-Vergleich best. Beleg,361,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,true,STAT=10 | TARIF=46.39 | FR=-0.01 | SNK_DL=5 | SNK_DIFF=3.34 | TZ=-0.01 | VKG=24 | VKG_DL=24,10,46.39,-0.01,-0.01,73312,GEISLINGEN AN DER STEIGE,1,,,,5,3.34,1.66,,,,,,,
Soll-Ist-Vergleich best. Beleg,362,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,true,STAT=10 | TARIF=67.05 | FR=-0.01 | SNK_DL=5 | SNK_DIFF=2.69 | TZ=0.01 | VKG=54 | VKG_DL=54,10,67.05,-0.01,0.01,73312,GEISLINGEN AN DER STEIGE,1,,,,5,2.69,2.31,,,,,,,
Soll-Ist-Vergleich best. Beleg,363,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Produktzuschlag,true,STAT=10 | TARIF=53.06 | FR=0.07 | SNK_DL=5 | SNK_DIFF=3.15 | EXP=10 | EXP_DL=10 | TZ=0.01 | VKG=50 | VKG_DL=50,10,53.06,0.07,0.01,73312,GEISLINGEN AN DER STEIGE,1,,10,10,5,3.15,1.85,,,,,,,
Soll-Ist-Vergleich best. Beleg,364,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,true,STAT=10 | TARIF=69.51 | FR=0.02 | SNK_DL=5 | SNK_DIFF=2.62 | TZ=0.01 | VKG=60 | VKG_DL=60,10,69.51,0.02,0.01,73312,GEISLINGEN AN DER STEIGE,1,,,,5,2.62,2.38,,,,,,,
Soll-Ist-Vergleich best. Beleg,365,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Mautdifferenz,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Mautdifferenz,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Mautdifferenz,true,STAT=10 | TARIF=49.69 | FR=-0.05 | SNK_DL=5 | SNK_DIFF=3.25 | MAUT=-0.33 | VKG=24 | VKG_DL=24,10,49.69,-0.05,,73312,GEISLINGEN AN DER STEIGE,1,,,,5,3.25,1.75,-0.33,,,,,,
Soll-Ist-Vergleich best. Beleg,366,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,true,STAT=10 | TARIF=116.1 | SNK_DL=5 | SNK_DIFF=0.93 | VKG=259 | VKG_DL=259,10,116.1,,,73312,GEISLINGEN AN DER STEIGE,1,,,,5,0.93,4.07,,,,,,,
Soll-Ist-Vergleich best. Beleg,367,dachser,correct,,,,true,"STAT=30 | TARIF=308.37 | FR=-0.02 | SNK_DL=8 | TZ=-0.01 | VKG=268,8 | VKG_DL=219",30,308.37,-0.02,-0.01,73312,GEISLINGEN AN DER STEIGE,1,,,,8,,8,,,,,,,
Soll-Ist-Vergleich best. Beleg,368,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag,true,STAT=10 | TARIF=64.15 | SNK_DL=7.26 | SNK_DIFF=5 | VKG=150 | VKG_DL=150,10,64.15,,,73312,GEISLINGEN/STEIGE,1,,,,7.26,5,2.26,,,,,,,
Soll-Ist-Vergleich best. Beleg,369,dachser,correct,Produktzuschlag,Produktzuschlag,Produktzuschlag,true,"STAT=10 | TARIF=295.8 | FR=-0.03 | SNK_DL=7.47 | EXP=14.9 | EXP_DL=14.9 | VKG=309,2 | VKG_DL=152",10,295.8,-0.03,,73312,GEISLINGEN AN DER STEIGE,1,,14.9,14.9,7.47,,7.47,,,,,,,
Soll-Ist-Vergleich best. Beleg,370,dachser,correct,,,,true,STAT=30 | TARIF=206.61 | FR=-0.01 | SNK_DL=5.61 | TZ=0.01 | VKG=71 | VKG_DL=71,30,206.61,-0.01,0.01,73312,GEISLINGEN AN DER STEIGE,1,,,,5.61,,5.61,,,,,,,
Soll-Ist-Vergleich best. Beleg,371,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=607.77 | FR=0.02 | SNK_DL=18.31 | MAUT=6.58 | TZ=0.01 | VKG=864 | VKG_DL=801,10,607.77,0.02,0.01,73312,GEISLINGEN AN DER STEIGE,1,,,,18.31,,18.31,6.58,,,,,,
Soll-Ist-Vergleich best. Beleg,372,dachser,correct,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Mautdifferenz,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Mautdifferenz,Differenz Automatische Zustellterminvereinbarung - Laderaumzuschlag // Mautdifferenz,true,STAT=10 | TARIF=171.12 | FR=-0.02 | SNK_DL=5 | SNK_DIFF=-0.37 | MAUT=-3.35 | VKG=448 | VKG_DL=448,10,171.12,-0.02,,89160,DORNSTADT,1,,,,5,-0.37,5.37,-3.35,,,,,,
